"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"BC0340904",4.40368730634687e-06,0.0600832668675504,0.123,0.061,0.102997842408147,"15","BC034090"
"Tmem184b2",4.41290330896879e-06,0.0872654504831092,0.253,0.158,0.103213395493471,"15","Tmem184b"
"Sult5a11",4.56856669828218e-06,0.0587934938371013,0.127,0.063,0.106854206506122,"15","Sult5a1"
"Rnf1034",4.5764847458173e-06,0.104087275650518,0.358,0.246,0.107039401719921,"15","Rnf103"
"Catsper31",4.58599651068678e-06,0.0227963142546865,0.028,0.006,0.107261872388453,"15","Catsper3"
"Ptpn114",4.60141038301619e-06,0.109990078766032,0.698,0.588,0.107622387448366,"15","Ptpn11"
"Braf6",4.63318261278106e-06,0.0874573010214259,0.985,0.946,0.108365508130336,"15","Braf"
"Chic15",4.64337425897602e-06,0.133360337724794,0.568,0.46,0.10860388054319,"15","Chic1"
"Mast26",4.74298046551667e-06,0.106967909378922,0.852,0.776,0.11093357010797,"15","Mast2"
"Myo1c3",4.75039978513358e-06,0.0835186428472947,0.302,0.194,0.111107100574489,"15","Myo1c"
"Zfp9344",4.83268639897359e-06,0.116920400984024,0.549,0.433,0.113031702185593,"15","Zfp934"
"Akap136",4.83815537115724e-06,0.105084245411044,0.926,0.891,0.113159615975997,"15","Akap13"
"Glo13",4.88821579822825e-06,0.115043825182588,0.775,0.689,0.114330479304761,"15","Glo1"
"Erich11",4.96440204687785e-06,0.107508217823587,0.306,0.207,0.116112399474426,"15","Erich1"
"Gm10865",5.04688636300289e-06,0.0171704395777058,0.022,0.004,0.118041625144275,"15","Gm10865"
"Zc3hav1l5",5.05234254469679e-06,0.106305590555126,0.352,0.246,0.118169239777913,"15","Zc3hav1l"
"Chd36",5.08648085860043e-06,0.115378068974546,0.389,0.282,0.118967700801805,"15","Chd3"
"Pstpip11",5.09358461215303e-06,0.0243294507334619,0.034,0.009,0.119133850493647,"15","Pstpip1"
"Itga111",5.10501030069365e-06,0.0477258879332006,0.086,0.037,0.119401085922924,"15","Itga11"
"Bbip13",5.11553583514531e-06,0.107059124719103,0.404,0.289,0.119647267648214,"15","Bbip1"
"Tnnc12",5.21000754113119e-06,0.046351063848169,0.09,0.039,0.121856866379517,"15","Tnnc1"
"Large17",5.25749210327409e-06,0.0926363001878965,0.926,0.909,0.122967482803478,"15","Large1"
"Atp6v0a41",5.26576519905282e-06,0.059213453680697,0.083,0.036,0.123160982240646,"15","Atp6v0a4"
"Gm152224",5.37622758309657e-06,0.039193524489445,0.062,0.023,0.125744586941046,"15","Gm15222"
"Tmbim42",5.48864600025231e-06,0.10852454875734,0.404,0.291,0.128373941299901,"15","Tmbim4"
"Notumos1",5.58941431241066e-06,0.0129958006865917,0.015,0.002,0.130730811352973,"15","Notumos"
"2610507B11Rik2",5.66639381533767e-06,0.110233741032344,0.685,0.575,0.132531284946933,"15","2610507B11Rik"
"Cfap692",5.66708884009169e-06,0.0642694332365818,0.123,0.062,0.132547540880904,"15","Cfap69"
"Pgm32",5.90246938922499e-06,0.101538114189242,0.309,0.21,0.138052856544583,"15","Pgm3"
"Slc35a22",6.0499019656423e-06,0.0860435491701488,0.253,0.16,0.141501157074408,"15","Slc35a2"
"Ghdc1",6.23181629470756e-06,0.0663804778925901,0.114,0.056,0.145755951316915,"15","Ghdc"
"Taok32",6.23975180079421e-06,0.0923391458220937,0.281,0.182,0.145941554868776,"15","Taok3"
"Tmem1403",6.38222614917208e-06,0.0345211535789692,0.056,0.02,0.149273887402986,"15","Tmem140"
"Dnah141",6.46959514046731e-06,0.0359863233184322,0.059,0.021,0.15131736074039,"15","Dnah14"
"Atp2b16",6.53040777527001e-06,0.0817358339528067,0.963,0.93,0.15273970745579,"15","Atp2b1"
"Gm168352",6.54399404323221e-06,0.054953973136894,0.108,0.051,0.153057476677158,"15","Gm16835"
"Gm15458",6.59188562535413e-06,0.0208136340677987,0.028,0.007,0.154177612891408,"15","Gm15458"
"Prkcsh4",6.64752512693614e-06,0.110647163928583,0.806,0.698,0.155478965193909,"15","Prkcsh"
"Zfp8083",6.76963777471943e-06,0.121203404146761,0.593,0.475,0.158335057912913,"15","Zfp808"
"Slc27a32",6.8123233312422e-06,0.088150931400906,0.278,0.179,0.159333430394424,"15","Slc27a3"
"A530072M11Rik",6.81301661039232e-06,0.0389256628478393,0.068,0.027,0.159349645500466,"15","A530072M11Rik"
"Dram23",6.8202889895649e-06,0.0901676460586769,0.265,0.171,0.159519739176933,"15","Dram2"
"Diaph34",6.91733281562908e-06,0.0814876078475955,0.954,0.937,0.161789497224749,"15","Diaph3"
"Hmgcr2",6.97409376340279e-06,0.115191547936881,0.651,0.541,0.163117079032228,"15","Hmgcr"
"Slc30a53",7.15740918440283e-06,0.116721337189126,0.713,0.601,0.167404643413998,"15","Slc30a5"
"Gm360332",7.19982829699265e-06,0.03328914634017,0.049,0.017,0.168396784038361,"15","Gm36033"
"Cldn12",7.20622130379275e-06,0.0953977420614422,0.299,0.2,0.168546310074409,"15","Cldn12"
"Kdm6bos1",7.24005258296287e-06,0.0418576150393003,0.065,0.025,0.169337589862919,"15","Kdm6bos"
"Tube14",7.28767939802436e-06,0.0943085015567064,0.272,0.178,0.170451533440392,"15","Tube1"
"Cpa3",7.6284931615223e-06,0.00575579616857282,0.006,0,0.178422826554845,"15","Cpa3"
"Gm47757",7.6284931615223e-06,0.00575579616857282,0.006,0,0.178422826554845,"15","Gm47757"
"Gm35041",7.6284931615223e-06,0.00575579616857282,0.006,0,0.178422826554845,"15","Gm35041"
"Mfsd111",7.66508292012449e-06,0.0901699171037738,0.222,0.138,0.179278624418792,"15","Mfsd11"
"Tbc1d9b4",7.66933363610711e-06,0.0998217115179454,0.364,0.254,0.179378044414909,"15","Tbc1d9b"
"Hoxd3os12",7.67091102394343e-06,0.0469399797662554,0.077,0.032,0.179414937939013,"15","Hoxd3os1"
"Trafd13",7.67460285235955e-06,0.0749754519426608,0.164,0.091,0.179501286113837,"15","Trafd1"
"Eepd12",7.70697933970171e-06,0.073826684925056,0.148,0.08,0.180258539776283,"15","Eepd1"
"Gm266002",7.75530797454458e-06,0.0207858226712128,0.028,0.007,0.181388898216623,"15","Gm26600"
"Syde14",7.77592763302835e-06,0.0757112969565876,0.201,0.119,0.1818711714089,"15","Syde1"
"Map7d14",7.89569715942102e-06,0.110197356899403,0.485,0.377,0.184672460861698,"15","Map7d1"
"Grsf14",7.9064586198685e-06,0.0985547323054395,0.781,0.642,0.184924160660104,"15","Grsf1"
"Tmem191",8.18148227643016e-06,0.0864551887732793,0.269,0.173,0.191356688963425,"15","Tmem19"
"Dennd6a3",8.37750960530293e-06,0.112017943164653,0.738,0.618,0.19594157215843,"15","Dennd6a"
"Ism15",8.39088105536892e-06,0.0948234884160286,0.216,0.132,0.196254317004024,"15","Ism1"
"Lyn3",8.410299509728e-06,0.0809728353221774,0.256,0.16,0.196708495233028,"15","Lyn"
"Smad35",8.45898229052985e-06,0.114867562870166,0.562,0.439,0.197847136793203,"15","Smad3"
"Dop1a2",8.54569679316948e-06,0.0984449744266135,0.33,0.225,0.199875302295441,"15","Dop1a"
"Vstm2b3",8.71201347657774e-06,0.0543920463104851,0.111,0.054,0.203765283203677,"15","Vstm2b"
"Mgat13",8.87729788054605e-06,0.0912248200861945,0.287,0.189,0.207631120128092,"15","Mgat1"
"Abca8b1",9.19581634873457e-06,0.0330619523762131,0.049,0.017,0.215080948580553,"15","Abca8b"
"Sugct1",9.29898464413616e-06,0.0543457154454843,0.09,0.04,0.217493951841701,"15","Sugct"
"Rtl43",9.50371043745959e-06,0.0988227931589268,0.117,0.059,0.222282283421742,"15","Rtl4"
"AI593442",9.54075503992234e-06,0.00828747334943513,0.009,0.001,0.223148719628744,"15","AI593442"
"1810030O07Rik2",9.71430191939767e-06,0.103834616332432,0.352,0.249,0.227207807592792,"15","1810030O07Rik"
"Gm21691",9.84514392812454e-06,0.0284228223041613,0.037,0.011,0.230268071334905,"15","Gm21691"
"Plaat12",9.88354480200465e-06,0.0187075328681743,0.022,0.004,0.231166229374087,"15","Plaat1"
"Ercc6l23",9.90164996554276e-06,0.114008296802544,0.654,0.533,0.23158969104408,"15","Ercc6l2"
"Bche4",9.98501112020397e-06,0.0871027301890647,0.244,0.155,0.233539425090451,"15","Bche"
"Trim82",1.01407335849927e-05,0.104778672202388,0.426,0.316,0.237181617819395,"15","Trim8"
"Osbp3",1.01607421004583e-05,0.121664882508833,0.438,0.336,0.237649596987619,"15","Osbp"
"Fam219a3",1.02253425512808e-05,0.0694301477088187,0.142,0.076,0.239160536931907,"15","Fam219a"
"Gm175292",1.02282411972371e-05,0.029091259100655,0.04,0.012,0.239228333362179,"15","Gm17529"
"Oat4",1.02394492954681e-05,0.108156133514431,0.503,0.393,0.239490479571704,"15","Oat"
"Micu22",1.07461705902925e-05,0.111057593288333,0.42,0.315,0.251342183936351,"15","Micu2"
"Alpk34",1.08143012643671e-05,0.0614858844639709,0.139,0.073,0.252935692272281,"15","Alpk3"
"Mbd24",1.09744220367172e-05,0.102948809594681,0.364,0.26,0.256680757016778,"15","Mbd2"
"Nectin36",1.09987059050826e-05,0.112165054939278,0.796,0.694,0.257248732413978,"15","Nectin3"
"Arhgef103",1.14591577802647e-05,0.0760260024061745,0.198,0.118,0.26801824132261,"15","Arhgef10"
"Nox42",1.14702193685965e-05,0.0848335484328527,0.213,0.13,0.268276960812104,"15","Nox4"
"Cygb1",1.15157139594681e-05,0.0128613826289956,0.015,0.002,0.269341033798001,"15","Cygb"
"9330175M20Rik1",1.15718107540551e-05,0.0127434486591005,0.015,0.002,0.270653081726594,"15","9330175M20Rik"
"Lemd24",1.16459855625756e-05,0.0932170368412422,0.278,0.185,0.272387956323081,"15","Lemd2"
"Pik3ip12",1.16550734171316e-05,0.0441419467076231,0.074,0.031,0.27260051215329,"15","Pik3ip1"
"Gm76942",1.1894204543803e-05,0.0437677620850068,0.074,0.031,0.278193550075009,"15","Gm7694"
"Esyt22",1.1987240925127e-05,0.112714351828876,0.802,0.713,0.280369577997796,"15","Esyt2"
"Focad4",1.21200288786154e-05,0.114908640041365,0.664,0.554,0.283475355441936,"15","Focad"
"Creb32",1.22990862210691e-05,0.0616908193579936,0.13,0.068,0.287663327624584,"15","Creb3"
"Dnajc255",1.24311461659257e-05,0.102197787054651,0.373,0.266,0.290752077674837,"15","Dnajc25"
"Fkbp142",1.25652193629892e-05,0.066915148621571,0.148,0.081,0.293887915680954,"15","Fkbp14"
"Ap2m13",1.27162054864106e-05,0.111659443521071,0.552,0.443,0.297419330121658,"15","Ap2m1"
"Ccng23",1.35078010932857e-05,0.0817745433587222,0.241,0.152,0.31593395977086,"15","Ccng2"
"Hid13",1.38570317028165e-05,0.0298700750801192,0.04,0.012,0.324102114497174,"15","Hid1"
"Alg54",1.41122242626356e-05,0.0912564120038128,0.275,0.183,0.330070813278783,"15","Alg5"
"Mllt35",1.45970215808117e-05,0.115951282548865,0.901,0.812,0.341409737753604,"15","Mllt3"
"Ndst14",1.48605461235439e-05,0.104097102429672,0.435,0.322,0.347573313283567,"15","Ndst1"
"4930512B01Rik2",1.49383908165765e-05,0.0933761445213393,0.259,0.171,0.349394022808907,"15","4930512B01Rik"
"Gm266324",1.50275532348997e-05,0.0803636487020465,0.262,0.169,0.351479442611069,"15","Gm26632"
"4930405A21Rik2",1.52456138152504e-05,0.0450371859332154,0.083,0.037,0.356579661524892,"15","4930405A21Rik"
"Stil3",1.56825653867537e-05,0.113805189061412,0.565,0.45,0.366799521830782,"15","Stil"
"Esyt13",1.58242191305948e-05,0.060907282835531,0.145,0.079,0.370112661245481,"15","Esyt1"
"Tcf252",1.59270129509597e-05,0.112531513937613,0.679,0.585,0.372516905909996,"15","Tcf25"
"Gm295392",1.61422542959738e-05,0.012754867733098,0.015,0.003,0.377551185728532,"15","Gm29539"
"Trp53i132",1.61518948547872e-05,0.0553826880956559,0.123,0.064,0.377776668758619,"15","Trp53i13"
"Gm136523",1.61932228274552e-05,0.0126762498197912,0.015,0.003,0.378743288711349,"15","Gm13652"
"Kif3a3",1.67469880725694e-05,0.0950967042650351,0.318,0.219,0.391695304029325,"15","Kif3a"
"Dolpp12",1.68761030377362e-05,0.0850366147922746,0.275,0.18,0.394715173949613,"15","Dolpp1"
"Tex263",1.69907339603028e-05,0.0336307304653376,0.056,0.021,0.397396276597523,"15","Tex26"
"Tax1bp13",1.70149693858463e-05,0.104683656842813,0.781,0.681,0.397963118965558,"15","Tax1bp1"
"Gm432602",1.70238271710739e-05,0.0494936558822409,0.105,0.051,0.398170293704247,"15","Gm43260"
"Gm362832",1.70433924699317e-05,0.0364542725607108,0.059,0.022,0.398627906479232,"15","Gm36283"
"Elp52",1.73390030432116e-05,0.105284487879645,0.488,0.377,0.405541942177677,"15","Elp5"
"Pld56",1.75677623673498e-05,0.10218229573149,0.25,0.161,0.410892394009943,"15","Pld5"
"Gm172317",1.76520597642828e-05,0.117094060724953,0.475,0.369,0.412864025826811,"15","Gm17231"
"Gm303822",1.78067706549043e-05,0.0504533779848518,0.09,0.041,0.416482558847557,"15","Gm30382"
"Lrif12",1.81136824170224e-05,0.110914356505604,0.46,0.354,0.423660918051736,"15","Lrif1"
"Snd16",1.8602019254584e-05,0.0694916289947327,0.985,0.974,0.435082628345466,"15","Snd1"
"Gm17473",1.8646735221255e-05,0.0165399092989409,0.019,0.004,0.436128490089932,"15","Gm17473"
"Cdkn31",1.88829210711951e-05,0.0557075214483434,0.111,0.056,0.441652640934183,"15","Cdkn3"
"Hipk34",1.89293434585625e-05,0.108721695655145,0.552,0.432,0.442738414152318,"15","Hipk3"
"Plcd32",1.91573674353495e-05,0.0479027354218281,0.099,0.047,0.44807166694539,"15","Plcd3"
"Gclc3",1.92457535292813e-05,0.114715349323396,0.688,0.576,0.450138929296359,"15","Gclc"
"Gm287601",1.97320785352403e-05,0.00822019693704956,0.009,0.001,0.461513584860734,"15","Gm28760"
"Hmbox16",1.98404447835668e-05,0.111926131192825,0.744,0.641,0.464048163042845,"15","Hmbox1"
"Msl32",1.98774193604297e-05,0.0810612223869249,0.247,0.159,0.464912961421091,"15","Msl3"
"Dst7",2.01913255149306e-05,0.109663051367207,0.972,0.888,0.472254912468711,"15","Dst"
"Aamdc1",2.04820915291368e-05,0.077928737338418,0.219,0.137,0.479055638774981,"15","Aamdc"
"Gm98953",2.07910848793361e-05,0.0220304401706778,0.031,0.008,0.486282684242792,"15","Gm9895"
"Rac13",2.0796095735129e-05,0.104792863355062,0.815,0.711,0.486399883148932,"15","Rac1"
"Zfp6443",2.09820055642939e-05,0.068610076916316,0.917,0.928,0.49074812814327,"15","Zfp644"
"Aspscr13",2.117166152805e-05,0.102539663419105,0.367,0.267,0.495183991479561,"15","Aspscr1"
"Praf22",2.12512021531673e-05,0.0908210018348051,0.238,0.155,0.497044367160431,"15","Praf2"
"Gde12",2.13296058554578e-05,0.1044812284239,0.349,0.253,0.498878151353303,"15","Gde1"
"Arrdc35",2.16907098603918e-05,0.115608425311848,0.605,0.505,0.507324012924705,"15","Arrdc3"
"Sdf43",2.17171674725584e-05,0.0998971151657713,0.574,0.456,0.507942830015668,"15","Sdf4"
"Dennd5a1",2.18921679702211e-05,0.10800770609345,0.63,0.51,0.512035916655501,"15","Dennd5a"
"Pex5l4",2.23566912494981e-05,0.0918406989805157,0.194,0.119,0.522900651634511,"15","Pex5l"
"Phf204",2.23740835537746e-05,0.108123735591018,0.833,0.744,0.523307440239234,"15","Phf20"
"Ccdc602",2.25215133382173e-05,0.0328784763049636,0.056,0.021,0.526755675467565,"15","Ccdc60"
"Upk3b1",2.27241486145265e-05,0.0201601070564333,0.028,0.007,0.531495111945161,"15","Upk3b"
"Srebf22",2.29841934081845e-05,0.114222344570481,0.574,0.473,0.537577299624027,"15","Srebf2"
"Ccdc67",2.30519550879327e-05,0.106283368920662,0.559,0.44,0.539162177551658,"15","Ccdc6"
"Hoxa132",2.34450244530994e-05,0.0250414814386102,0.037,0.011,0.548355676933543,"15","Hoxa13"
"Btbd76",2.44004266879653e-05,0.0931571300793056,0.87,0.828,0.570701579804821,"15","Btbd7"
"Dctn42",2.48667441156157e-05,0.115326296599944,0.63,0.555,0.581608278120136,"15","Dctn4"
"Gm493591",2.51445762342424e-05,0.0872293410453853,0.253,0.166,0.588106493542695,"15","Gm49359"
"Clasrp",2.52291759394949e-05,0.0964535974036259,0.336,0.241,0.590085196048847,"15","Clasrp"
"Bves2",2.54572861756557e-05,0.0584157952485493,0.136,0.073,0.595420466362411,"15","Bves"
"Rnf2152",2.61948472306665e-05,0.0614708781215082,0.123,0.065,0.612671281878058,"15","Rnf215"
"Pard6b3",2.65336075712542e-05,0.0807743556216978,0.225,0.143,0.620594547484065,"15","Pard6b"
"Tor1b4",2.72371506108064e-05,0.107420333902057,0.559,0.451,0.637049715636152,"15","Tor1b"
"Slc22a183",2.7259629168877e-05,0.0388300865195919,0.071,0.03,0.637575466630864,"15","Slc22a18"
"Phc32",2.73455029787898e-05,0.110112385969393,0.509,0.403,0.639583969170914,"15","Phc3"
"Aph1a2",2.78355367633979e-05,0.100227919979316,0.38,0.278,0.651045369359113,"15","Aph1a"
"Fkbp73",2.84351553044785e-05,0.0710629889156527,0.148,0.084,0.665069847416449,"15","Fkbp7"
"Cyp20a14",2.84964549017046e-05,0.1126513561014,0.543,0.444,0.66650358369597,"15","Cyp20a1"
"Chic23",2.89714173434935e-05,0.110935829828295,0.599,0.486,0.67761248024697,"15","Chic2"
"Ube4bos1",2.90258483803376e-05,0.0653782060318438,0.17,0.099,0.678885567767716,"15","Ube4bos1"
"Ier3ip13",2.92321304274933e-05,0.101453952651252,0.58,0.47,0.68371029856864,"15","Ier3ip1"
"Cysltr12",2.96885986188478e-05,0.0400093953059333,0.059,0.023,0.694386633096231,"15","Cysltr1"
"Gm128672",3.0110805772254e-05,0.0218688202477697,0.031,0.009,0.704261636207249,"15","Gm12867"
"Pbrm12",3.03904913286888e-05,0.0667737597357632,0.972,0.955,0.710803201686702,"15","Pbrm1"
"Slamf91",3.04198877944176e-05,0.00568849464870586,0.006,0,0.711490755623633,"15","Slamf9"
"1500002F19Rik1",3.04198877944176e-05,0.00568849464870586,0.006,0,0.711490755623633,"15","1500002F19Rik"
"Serpinb1b",3.04198877944176e-05,0.00568849464870586,0.006,0,0.711490755623633,"15","Serpinb1b"
"Gm192771",3.04198877944176e-05,0.00568849464870586,0.006,0,0.711490755623633,"15","Gm19277"
"Asb101",3.05419745989571e-05,0.0146634311145192,0.019,0.004,0.714346243895007,"15","Asb10"
"Msmo12",3.06187512547203e-05,0.0843919929558007,0.256,0.168,0.716141973096653,"15","Msmo1"
"Flot11",3.09769575907872e-05,0.059579746309686,0.111,0.057,0.724520061090921,"15","Flot1"
"Fhod13",3.10769794949609e-05,0.0741446256462922,0.201,0.123,0.726859473407639,"15","Fhod1"
"Slc25a163",3.14620739403175e-05,0.0744307939743566,0.225,0.143,0.735866447390087,"15","Slc25a16"
"Pard35",3.15441517417626e-05,0.0605415377313703,0.991,0.987,0.737786165088085,"15","Pard3"
"Gm432595",3.15574870430692e-05,0.0667484031241562,0.148,0.084,0.738098064450345,"15","Gm43259"
"Mmadhc3",3.15760964593545e-05,0.103369813980236,0.515,0.404,0.738533320087841,"15","Mmadhc"
"Ywhab5",3.18530024330436e-05,0.100899920607581,0.833,0.756,0.745009873906457,"15","Ywhab"
"Dpysl33",3.18908612106995e-05,0.0824095075107223,0.176,0.106,0.74589535285705,"15","Dpysl3"
"Invs3",3.20666846320275e-05,0.105439637153888,0.352,0.255,0.750007686858492,"15","Invs"
"Yaf27",3.24388097966427e-05,0.107499174915214,0.728,0.628,0.758711322333676,"15","Yaf2"
"Clasp22",3.2461604584838e-05,0.0980426797863665,0.935,0.855,0.759244469634776,"15","Clasp2"
"Ren11",3.26571954486639e-05,0.0122262877511664,0.012,0.002,0.763819144348799,"15","Ren1"
"Ankmy2",3.27878414362013e-05,0.0797589225727535,0.241,0.156,0.766874823351313,"15","Ankmy2"
"Gm152462",3.31706610894424e-05,0.067424214423191,0.16,0.093,0.775828592220969,"15","Gm15246"
"Erbb24",3.36760035369812e-05,0.0763301926270491,0.253,0.165,0.787648046726454,"15","Erbb2"
"Sun24",3.40309471918282e-05,0.0552614530573268,0.12,0.063,0.795949823869671,"15","Sun2"
"Usp405",3.41773372047784e-05,0.0992430660111909,0.454,0.339,0.799373739882562,"15","Usp40"
"Chd94",3.42581555587165e-05,0.1235108929703,0.556,0.47,0.80126400036282,"15","Chd9"
"Spcs25",3.4744538290372e-05,0.100936438865576,0.818,0.761,0.812640006073511,"15","Spcs2"
"Hmox11",3.51175569609446e-05,0.0738750214715868,0.204,0.127,0.821364539759534,"15","Hmox1"
"Sirt72",3.51883352674729e-05,0.0746893632932685,0.182,0.11,0.823019973570924,"15","Sirt7"
"Rab144",3.59285016075821e-05,0.104632945020652,0.84,0.738,0.840331724099738,"15","Rab14"
"Il154",3.59863248918672e-05,0.0442000758724829,0.074,0.032,0.841684152895881,"15","Il15"
"Spryd32",3.65630917971628e-05,0.0659770259678334,0.17,0.1,0.85517415404384,"15","Spryd3"
"Tmem264",3.70863057974072e-05,0.0390850064500546,0.065,0.027,0.867411606295556,"15","Tmem26"
"Abhd182",3.74544872871052e-05,0.0743182341130178,0.216,0.136,0.876023003158105,"15","Abhd18"
"Phf133",3.76731219188782e-05,0.0860259263841051,0.278,0.188,0.881136648560642,"15","Phf13"
"Prmt21",3.76773959273069e-05,0.0698258751812106,0.164,0.096,0.881236613343781,"15","Prmt2"
"Dapk33",3.7765978093176e-05,0.0851010369740945,0.293,0.2,0.883308461621293,"15","Dapk3"
"4930447K03Rik",3.7837218918297e-05,0.00815292366178202,0.009,0.001,0.88497471328005,"15","4930447K03Rik"
"Btnl4",3.79405913726583e-05,0.00951534539172026,0.009,0.001,0.887392491615104,"15","Btnl4"
"Pcsk72",3.83157903781005e-05,0.0815133768516429,0.29,0.196,0.896168021153394,"15","Pcsk7"
"Gm41561",3.85050490556257e-05,0.0145177328589268,0.019,0.004,0.900594592362028,"15","Gm41561"
"Lxn",3.86742781721341e-05,0.0668667593634351,0.164,0.095,0.904552692168044,"15","Lxn"
"2510039O18Rik3",3.90377483529609e-05,0.0984358658141499,0.358,0.262,0.913053896227403,"15","2510039O18Rik"
"Vdac14",3.93775423417483e-05,0.102131364392543,0.778,0.695,0.921001337831151,"15","Vdac1"
"Mprip7",3.96409721840935e-05,0.103049411210891,0.802,0.712,0.927162698413762,"15","Mprip"
"Tmed43",4.0108749523643e-05,0.0879868422873003,0.343,0.243,0.938103542608486,"15","Tmed4"
"Zdhhc83",4.02196851580524e-05,0.0767923936227969,0.238,0.154,0.940698216161687,"15","Zdhhc8"
"Tmed13",4.02295299080835e-05,0.106050827534958,0.494,0.39,0.940928475020164,"15","Tmed1"
"Wrb3",4.02696694060083e-05,0.0965242050706606,0.349,0.252,0.941867297737128,"15","Wrb"
"Pygb2",4.05159089645622e-05,0.0903389954084149,0.324,0.228,0.947626594772145,"15","Pygb"
"Dhcr72",4.05232466380591e-05,0.0807933074883994,0.25,0.165,0.947798215617565,"15","Dhcr7"
"Fbxo94",4.0637856379924e-05,0.0703222210914874,0.231,0.147,0.950478822870043,"15","Fbxo9"
"Nipa12",4.07708724017735e-05,0.068236465272861,0.204,0.126,0.953589934605081,"15","Nipa1"
"Rnf1853",4.12118542094128e-05,0.0882898398152783,0.306,0.211,0.963904058103956,"15","Rnf185"
"Tmem251",4.13666009584799e-05,0.0661032123934541,0.198,0.121,0.967523429817886,"15","Tmem251"
"Hook34",4.18957480757304e-05,0.113502495027476,0.71,0.612,0.979899651743257,"15","Hook3"
"2810457G06Rik1",4.28942316008239e-05,0.0217072184285303,0.031,0.009,1,"15","2810457G06Rik"
"Rnf1212",4.29146313087003e-05,0.104670245219281,0.59,0.478,1,"15","Rnf121"
"Ccdc1271",4.35562610133326e-05,0.104703659083715,0.54,0.43,1,"15","Ccdc127"
"Tmem1272",4.35863108450311e-05,0.0854732311111902,0.29,0.199,1,"15","Tmem127"
"Dync1li12",4.43227217200478e-05,0.102413399753727,0.599,0.483,1,"15","Dync1li1"
"Nab24",4.43528892948834e-05,0.0324806115835057,0.056,0.022,1,"15","Nab2"
"Pdlim32",4.48029578663628e-05,0.0562119740964768,0.117,0.061,1,"15","Pdlim3"
"Atg9a2",4.50087640440715e-05,0.0762421284437684,0.231,0.149,1,"15","Atg9a"
"Klhl18",4.69022335914382e-05,0.0840492941055551,0.222,0.145,1,"15","Klhl18"
"Slc13a3",4.69803850158212e-05,0.0181844516356191,0.025,0.006,1,"15","Slc13a3"
"Alg84",4.75981857918684e-05,0.0982941536472685,0.426,0.326,1,"15","Alg8"
"Gm16596",4.78270735787156e-05,0.014568417638595,0.019,0.004,1,"15","Gm16596"
"Fat44",4.79177134214742e-05,0.0683680192289693,0.148,0.084,1,"15","Fat4"
"Nrm2",4.89087345268851e-05,0.0790724691309247,0.262,0.175,1,"15","Nrm"
"Flii2",4.93552247520986e-05,0.0877963451254173,0.312,0.218,1,"15","Flii"
"Plxna13",5.00727884522383e-05,0.0977138167884478,0.478,0.376,1,"15","Plxna1"
"Crebrf1",5.06577932649632e-05,0.0813118734288638,0.216,0.139,1,"15","Crebrf"
"Tmem2082",5.08598643062563e-05,0.10002845248215,0.5,0.392,1,"15","Tmem208"
"Tbc1d202",5.11479050605692e-05,0.0879624394361918,0.312,0.219,1,"15","Tbc1d20"
"Runx1t15",5.15182499584969e-05,0.0908851660632556,0.546,0.416,1,"15","Runx1t1"
"Spcs12",5.1934637697068e-05,0.098938232997873,0.54,0.433,1,"15","Spcs1"
"Gpatch13",5.30554768919086e-05,0.0851889224069768,0.309,0.215,1,"15","Gpatch1"
"Tspyl22",5.61842130238842e-05,0.0669558395537333,0.191,0.118,1,"15","Tspyl2"
"Axl1",5.75192196681112e-05,0.0385086005010825,0.059,0.024,1,"15","Axl"
"Tmbim15",5.77231248432537e-05,0.0598701301398777,0.142,0.08,1,"15","Tmbim1"
"Gm156883",5.78155603522271e-05,0.0164044340165013,0.022,0.005,1,"15","Gm15688"
"Ctbp12",5.87452620323356e-05,0.0992663287186817,0.586,0.476,1,"15","Ctbp1"
"Rnasek4",5.91157270005901e-05,0.0945063986554807,0.41,0.309,1,"15","Rnasek"
"Mrpl483",6.06294722655272e-05,0.098703286690922,0.37,0.272,1,"15","Mrpl48"
"Opa13",6.16041074986077e-05,0.098914566632749,0.698,0.589,1,"15","Opa1"
"Arpc24",6.1802769848832e-05,0.100708632117545,0.802,0.706,1,"15","Arpc2"
"Agrp4",6.19858253049098e-05,0.0509005980850324,0.111,0.058,1,"15","Agrp"
"D17H6S53E",6.26988622057216e-05,0.0439929798195685,0.08,0.037,1,"15","D17H6S53E"
"G6pc31",6.28640516991522e-05,0.0709754938862075,0.213,0.135,1,"15","G6pc3"
"Pafah1b14",6.30954927235103e-05,0.0821543157046114,0.978,0.927,1,"15","Pafah1b1"
"Fbxo412",6.32194906620994e-05,0.0362747072526423,0.068,0.029,1,"15","Fbxo41"
"Dpp64",6.33682649400213e-05,0.147163026396907,0.519,0.422,1,"15","Dpp6"
"Rab3gap23",6.36158839610751e-05,0.0933193498030676,0.414,0.31,1,"15","Rab3gap2"
"Ckap2l1",6.43256038756146e-05,0.0907497010853992,0.448,0.339,1,"15","Ckap2l"
"Agtpbp14",6.48245550670028e-05,0.11365650693354,0.463,0.366,1,"15","Agtpbp1"
"Sec624",6.52355152714002e-05,0.0833468437820231,0.914,0.872,1,"15","Sec62"
"Zdhhc161",6.68192763911259e-05,0.0846527420369623,0.272,0.187,1,"15","Zdhhc16"
